p0_x,p0_y,p13_x,p13_y,p14_x,p14_y,p17_x,p17_y,p37_x,p37_y,p39_x,p39_y,p40_x,p40_y,p61_x,p61_y,p78_x,p78_y,p80_x,p80_y,p81_x,p81_y,p82_x,p82_y,p84_x,p84_y,p87_x,p87_y,p88_x,p88_y,p91_x,p91_y,p95_x,p95_y,p146_x,p146_y,p178_x,p178_y,p181_x,p181_y,p185_x,p185_y,p191_x,p191_y,p267_x,p267_y,p269_x,p269_y,p270_x,p270_y,p291_x,p291_y,p308_x,p308_y,p310_x,p310_y,p311_x,p311_y,p312_x,p312_y,p314_x,p314_y,p317_x,p317_y,p318_x,p318_y,p321_x,p321_y,p324_x,p324_y,p375_x,p375_y,p402_x,p402_y,p405_x,p405_y,p409_x,p409_y,p415_x,p415_y,label
-0.3048780487804878,-0.4146341463414634,-0.23170731707317074,-0.14634146341463414,-0.23170731707317074,-0.04878048780487805,-0.23170731707317074,0.2926829268292683,-0.4268292682926829,-0.43902439024390244,-0.524390243902439,-0.36585365853658536,-0.5487804878048781,-0.24390243902439024,-0.5,-0.04878048780487805,-0.45121951219512196,-0.04878048780487805,-0.4024390243902439,-0.0975609756097561,-0.3780487804878049,-0.12195121951219512,-0.32926829268292684,-0.14634146341463414,-0.35365853658536583,0.24390243902439024,-0.3048780487804878,-0.04878048780487805,-0.4024390243902439,-0.07317073170731707,-0.47560975609756095,0.07317073170731707,-0.4024390243902439,-0.04878048780487805,-0.5,0.0,-0.35365853658536583,-0.07317073170731707,-0.45121951219512196,0.17073170731707318,-0.5487804878048781,-0.14634146341463414,-0.4268292682926829,-0.07317073170731707,-0.13414634146341464,-0.4146341463414634,0.10975609756097561,-0.2682926829268293,0.2804878048780488,-0.14634146341463414,0.5,0.04878048780487805,0.4268292682926829,0.04878048780487805,0.2073170731707317,-0.04878048780487805,0.06097560975609756,-0.0975609756097561,-0.08536585365853659,-0.12195121951219512,-0.036585365853658534,0.2926829268292683,-0.08536585365853659,-0.024390243902439025,0.2073170731707317,0.0,0.3048780487804878,0.17073170731707318,0.32926829268292684,0.024390243902439025,0.4268292682926829,0.12195121951219512,0.08536585365853659,-0.024390243902439025,0.13414634146341464,0.24390243902439024,0.4268292682926829,-0.024390243902439025,0.32926829268292684,0.0,asian_style
0.0,-0.17857142857142858,0.0,-0.03571428571428571,0.0,0.03571428571428571,0.0,0.17857142857142858,-0.14285714285714285,-0.17857142857142858,-0.2857142857142857,-0.10714285714285714,-0.35714285714285715,-0.03571428571428571,-0.5,0.03571428571428571,-0.42857142857142855,0.03571428571428571,-0.2857142857142857,-0.03571428571428571,-0.21428571428571427,-0.03571428571428571,-0.14285714285714285,-0.03571428571428571,-0.14285714285714285,0.17857142857142858,-0.14285714285714285,0.03571428571428571,-0.2857142857142857,0.03571428571428571,-0.35714285714285715,0.10714285714285714,-0.35714285714285715,0.03571428571428571,-0.42857142857142855,0.03571428571428571,-0.21428571428571427,0.03571428571428571,-0.2857142857142857,0.17857142857142858,-0.42857142857142855,-0.03571428571428571,-0.35714285714285715,-0.03571428571428571,0.14285714285714285,-0.17857142857142858,0.2857142857142857,-0.17857142857142858,0.42857142857142855,-0.10714285714285714,0.5,-0.03571428571428571,0.42857142857142855,-0.03571428571428571,0.2857142857142857,-0.03571428571428571,0.21428571428571427,-0.03571428571428571,0.14285714285714285,-0.03571428571428571,0.14285714285714285,0.17857142857142858,0.14285714285714285,-0.03571428571428571,0.2857142857142857,-0.03571428571428571,0.35714285714285715,0.03571428571428571,0.35714285714285715,-0.03571428571428571,0.42857142857142855,0.03571428571428571,0.21428571428571427,-0.03571428571428571,0.2857142857142857,0.10714285714285714,0.42857142857142855,-0.10714285714285714,0.35714285714285715,-0.03571428571428571,asian_style
0.0,-0.23333333333333334,-0.011111111111111112,-0.06666666666666667,-0.011111111111111112,-0.06666666666666667,-0.011111111111111112,0.1111111111111111,-0.14444444444444443,-0.25555555555555554,-0.3,-0.18888888888888888,-0.4,-0.12222222222222222,-0.5,0.0,-0.45555555555555555,-0.011111111111111112,-0.32222222222222224,-0.044444444444444446,-0.23333333333333334,-0.05555555555555555,-0.12222222222222222,-0.06666666666666667,-0.15555555555555556,0.1111111111111111,-0.12222222222222222,-0.06666666666666667,-0.32222222222222224,-0.044444444444444446,-0.3888888888888889,0.044444444444444446,-0.3888888888888889,-0.022222222222222223,-0.45555555555555555,0.022222222222222223,-0.23333333333333334,-0.05555555555555555,-0.28888888888888886,0.08888888888888889,-0.4666666666666667,-0.05555555555555555,-0.37777777777777777,-0.03333333333333333,0.14444444444444443,-0.25555555555555554,0.3,-0.18888888888888888,0.3888888888888889,-0.1111111111111111,0.5,0.0,0.45555555555555555,0.0,0.3111111111111111,-0.044444444444444446,0.2222222222222222,-0.05555555555555555,0.1111111111111111,-0.06666666666666667,0.13333333333333333,0.1111111111111111,0.1111111111111111,-0.06666666666666667,0.3111111111111111,-0.03333333333333333,0.36666666666666664,0.05555555555555555,0.37777777777777777,-0.022222222222222223,0.4444444444444444,0.03333333333333333,0.2222222222222222,-0.05555555555555555,0.26666666666666666,0.08888888888888889,0.45555555555555555,-0.05555555555555555,0.37777777777777777,-0.022222222222222223,asian_style
0.125,-0.16666666666666666,0.08333333333333333,-0.041666666666666664,0.08333333333333333,-0.041666666666666664,0.08333333333333333,0.08333333333333333,0.0,-0.20833333333333334,-0.20833333333333334,-0.125,-0.3333333333333333,-0.08333333333333333,-0.5,-0.041666666666666664,-0.4583333333333333,-0.041666666666666664,-0.25,-0.041666666666666664,-0.16666666666666666,-0.041666666666666664,-0.041666666666666664,-0.041666666666666664,-0.041666666666666664,0.08333333333333333,-0.041666666666666664,-0.041666666666666664,-0.2916666666666667,-0.041666666666666664,-0.3333333333333333,0.041666666666666664,-0.375,-0.041666666666666664,-0.4166666666666667,0.0,-0.16666666666666666,-0.041666666666666664,-0.20833333333333334,0.08333333333333333,-0.4166666666666667,-0.041666666666666664,-0.375,-0.041666666666666664,0.25,-0.16666666666666666,0.375,-0.125,0.4583333333333333,-0.041666666666666664,0.5,0.041666666666666664,0.4583333333333333,0.041666666666666664,0.3333333333333333,0.0,0.2916666666666667,-0.041666666666666664,0.20833333333333334,-0.041666666666666664,0.20833333333333334,0.08333333333333333,0.20833333333333334,-0.041666666666666664,0.3333333333333333,0.0,0.4166666666666667,0.08333333333333333,0.4166666666666667,0.0,0.4583333333333333,0.041666666666666664,0.2916666666666667,-0.041666666666666664,0.3333333333333333,0.08333333333333333,0.5,0.0,0.4166666666666667,0.0,asian_style
0.12962962962962962,-0.1111111111111111,0.09259259259259259,-0.037037037037037035,0.09259259259259259,-0.037037037037037035,0.09259259259259259,0.1111111111111111,-0.018518518518518517,-0.14814814814814814,-0.2037037037037037,-0.14814814814814814,-0.3148148148148148,-0.1111111111111111,-0.5,-0.07407407407407407,-0.42592592592592593,-0.07407407407407407,-0.2777777777777778,-0.07407407407407407,-0.16666666666666666,-0.07407407407407407,-0.05555555555555555,-0.07407407407407407,-0.05555555555555555,0.07407407407407407,-0.05555555555555555,-0.07407407407407407,-0.2777777777777778,-0.07407407407407407,-0.3148148148148148,0.0,-0.35185185185185186,-0.07407407407407407,-0.42592592592592593,-0.037037037037037035,-0.16666666666666666,-0.07407407407407407,-0.2037037037037037,0.037037037037037035,-0.42592592592592593,-0.1111111111111111,-0.35185185185185186,-0.07407407407407407,0.24074074074074073,-0.1111111111111111,0.35185185185185186,-0.07407407407407407,0.42592592592592593,0.0,0.5,0.07407407407407407,0.46296296296296297,0.07407407407407407,0.35185185185185186,0.0,0.2777777777777778,0.0,0.2037037037037037,-0.037037037037037035,0.2037037037037037,0.1111111111111111,0.2037037037037037,-0.037037037037037035,0.35185185185185186,0.0,0.3888888888888889,0.1111111111111111,0.3888888888888889,0.037037037037037035,0.42592592592592593,0.1111111111111111,0.2777777777777778,0.0,0.3148148148148148,0.1111111111111111,0.46296296296296297,0.037037037037037035,0.3888888888888889,0.037037037037037035,asian_style
0.038461538461538464,-0.46153846153846156,0.038461538461538464,-0.15384615384615385,0.038461538461538464,-0.07692307692307693,0.038461538461538464,0.38461538461538464,-0.11538461538461539,-0.46153846153846156,-0.34615384615384615,-0.3076923076923077,-0.4230769230769231,-0.23076923076923078,-0.5,0.0,-0.4230769230769231,0.0,-0.2692307692307692,-0.07692307692307693,-0.19230769230769232,-0.15384615384615385,-0.11538461538461539,-0.15384615384615385,-0.11538461538461539,0.38461538461538464,-0.11538461538461539,-0.07692307692307693,-0.2692307692307692,-0.07692307692307693,-0.4230769230769231,0.15384615384615385,-0.34615384615384615,-0.07692307692307693,-0.5,0.07692307692307693,-0.19230769230769232,-0.07692307692307693,-0.2692307692307692,0.3076923076923077,-0.5,-0.07692307692307693,-0.34615384615384615,-0.07692307692307693,0.19230769230769232,-0.46153846153846156,0.34615384615384615,-0.3076923076923077,0.4230769230769231,-0.23076923076923078,0.5,0.0,0.4230769230769231,0.0,0.2692307692307692,-0.07692307692307693,0.2692307692307692,-0.15384615384615385,0.19230769230769232,-0.15384615384615385,0.2692307692307692,0.38461538461538464,0.19230769230769232,-0.07692307692307693,0.2692307692307692,-0.07692307692307693,0.4230769230769231,0.15384615384615385,0.34615384615384615,-0.07692307692307693,0.5,0.07692307692307693,0.2692307692307692,-0.07692307692307693,0.34615384615384615,0.3076923076923077,0.5,-0.07692307692307693,0.34615384615384615,-0.07692307692307693,asian_style
0.03488372093023256,-0.18604651162790697,0.011627906976744186,-0.046511627906976744,0.011627906976744186,-0.046511627906976744,0.011627906976744186,0.11627906976744186,-0.12790697674418605,-0.20930232558139536,-0.26744186046511625,-0.16279069767441862,-0.38372093023255816,-0.11627906976744186,-0.5,-0.023255813953488372,-0.45348837209302323,-0.023255813953488372,-0.29069767441860467,-0.046511627906976744,-0.22093023255813954,-0.046511627906976744,-0.10465116279069768,-0.046511627906976744,-0.1511627906976744,0.09302325581395349,-0.10465116279069768,-0.046511627906976744,-0.29069767441860467,-0.046511627906976744,-0.38372093023255816,0.023255813953488372,-0.36046511627906974,-0.023255813953488372,-0.45348837209302323,0.0,-0.22093023255813954,-0.046511627906976744,-0.26744186046511625,0.06976744186046512,-0.45348837209302323,-0.06976744186046512,-0.36046511627906974,-0.046511627906976744,0.1744186046511628,-0.18604651162790697,0.313953488372093,-0.13953488372093023,0.4069767441860465,-0.06976744186046512,0.5,0.023255813953488372,0.45348837209302323,0.0,0.313953488372093,-0.023255813953488372,0.2441860465116279,-0.023255813953488372,0.12790697674418605,-0.046511627906976744,0.1511627906976744,0.11627906976744186,0.12790697674418605,-0.046511627906976744,0.313953488372093,-0.023255813953488372,0.38372093023255816,0.06976744186046512,0.38372093023255816,0.0,0.45348837209302323,0.046511627906976744,0.22093023255813954,-0.023255813953488372,0.26744186046511625,0.09302325581395349,0.47674418604651164,-0.023255813953488372,0.38372093023255816,0.0,asian_style
0.0,-0.08333333333333333,-0.08333333333333333,0.0,0.0,0.08333333333333333,-0.08333333333333333,0.25,-0.16666666666666666,-0.16666666666666666,-0.25,-0.16666666666666666,-0.3333333333333333,-0.16666666666666666,-0.5,-0.16666666666666666,-0.4166666666666667,-0.16666666666666666,-0.3333333333333333,-0.08333333333333333,-0.25,-0.08333333333333333,-0.16666666666666666,0.0,-0.25,0.16666666666666666,-0.16666666666666666,0.0,-0.3333333333333333,-0.08333333333333333,-0.4166666666666667,-0.08333333333333333,-0.3333333333333333,-0.16666666666666666,-0.4166666666666667,-0.16666666666666666,-0.25,-0.08333333333333333,-0.3333333333333333,0.08333333333333333,-0.4166666666666667,-0.16666666666666666,-0.3333333333333333,-0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.0,0.4166666666666667,0.08333333333333333,0.5,0.16666666666666666,0.4166666666666667,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.25,0.08333333333333333,0.08333333333333333,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.25,0.3333333333333333,0.16666666666666666,0.4166666666666667,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.25,0.4166666666666667,0.16666666666666666,0.3333333333333333,0.16666666666666666,asian_style
0.15217391304347827,-0.10869565217391304,0.15217391304347827,0.021739130434782608,0.15217391304347827,0.021739130434782608,0.15217391304347827,0.2391304347826087,-0.021739130434782608,-0.10869565217391304,-0.1956521739130435,-0.021739130434782608,-0.32608695652173914,-0.021739130434782608,-0.5,0.06521739130434782,-0.41304347826086957,0.06521739130434782,-0.2391304347826087,0.06521739130434782,-0.15217391304347827,0.06521739130434782,-0.021739130434782608,0.021739130434782608,-0.021739130434782608,0.2391304347826087,-0.021739130434782608,0.06521739130434782,-0.2391304347826087,0.06521739130434782,-0.32608695652173914,0.15217391304347827,-0.32608695652173914,0.06521739130434782,-0.41304347826086957,0.10869565217391304,-0.15217391304347827,0.06521739130434782,-0.15217391304347827,0.1956521739130435,-0.41304347826086957,0.021739130434782608,-0.32608695652173914,0.06521739130434782,0.2826086956521739,-0.10869565217391304,0.3695652173913043,-0.10869565217391304,0.45652173913043476,-0.10869565217391304,0.5,-0.06521739130434782,0.45652173913043476,-0.021739130434782608,0.3695652173913043,-0.021739130434782608,0.32608695652173914,0.021739130434782608,0.2391304347826087,0.021739130434782608,0.2826086956521739,0.2391304347826087,0.2391304347826087,0.021739130434782608,0.3695652173913043,-0.021739130434782608,0.45652173913043476,0.06521739130434782,0.41304347826086957,-0.021739130434782608,0.5,0.021739130434782608,0.32608695652173914,0.021739130434782608,0.41304347826086957,0.15217391304347827,0.5,-0.06521739130434782,0.41304347826086957,-0.021739130434782608,asian_style
-0.08333333333333333,-0.020833333333333332,-0.08333333333333333,0.10416666666666667,-0.08333333333333333,0.10416666666666667,-0.125,0.2708333333333333,-0.20833333333333334,-0.0625,-0.3333333333333333,-0.10416666666666667,-0.375,-0.10416666666666667,-0.5,-0.14583333333333334,-0.4583333333333333,-0.14583333333333334,-0.3333333333333333,-0.0625,-0.2916666666666667,0.020833333333333332,-0.20833333333333334,0.0625,-0.25,0.22916666666666666,-0.20833333333333334,0.0625,-0.3333333333333333,-0.0625,-0.4166666666666667,0.020833333333333332,-0.375,-0.10416666666666667,-0.4583333333333333,-0.0625,-0.2916666666666667,0.020833333333333332,-0.375,0.14583333333333334,-0.4166666666666667,-0.14583333333333334,-0.375,-0.10416666666666667,0.08333333333333333,0.020833333333333332,0.20833333333333334,0.0625,0.3333333333333333,0.10416666666666667,0.5,0.14583333333333334,0.4583333333333333,0.14583333333333334,0.2916666666666667,0.14583333333333334,0.16666666666666666,0.14583333333333334,0.041666666666666664,0.14583333333333334,0.0,0.3125,0.041666666666666664,0.14583333333333334,0.2916666666666667,0.14583333333333334,0.2916666666666667,0.22916666666666666,0.375,0.14583333333333334,0.4166666666666667,0.1875,0.16666666666666666,0.14583333333333334,0.16666666666666666,0.3125,0.4166666666666667,0.14583333333333334,0.375,0.14583333333333334,asian_style
-0.3,-0.15,-0.3,0.05,-0.3,0.05,-0.3,0.25,-0.4,-0.25,-0.4,-0.25,-0.5,-0.25,-0.5,-0.15,-0.5,-0.15,-0.4,-0.05,-0.4,-0.05,-0.3,-0.05,-0.4,0.15,-0.3,-0.05,-0.4,-0.05,-0.5,0.05,-0.4,-0.05,-0.5,-0.05,-0.4,-0.05,-0.5,0.15,-0.5,-0.15,-0.4,-0.05,-0.1,-0.15,0.1,-0.05,0.2,0.05,0.5,0.15,0.4,0.15,0.2,0.05,0.0,0.05,-0.1,0.05,-0.2,0.25,-0.1,0.05,0.2,0.15,0.2,0.25,0.3,0.15,0.4,0.15,0.0,0.05,0.0,0.25,0.4,0.05,0.3,0.15,asian_style
